Review,Sentiment,,,,
.@PPPpolls You mentioned on Monday that you would be releasing Colorado and Nevada numbers on Wednesday; were those polls abandoned?,Positive,,,,
Not mine lol but cant wait til friday its pay day and this will be the 3rd check from curtis !,Positive,,,,
@user one of the girls from @user is traveling to the game from Germany tomorrow! Help make her trip worthwhile!? :),Negative,,,,
"""You couldn't make it up. Plastic Paddy school teacher, who loves Child murdering IRA terrorists.",Positive,,,,
Seeing a Fleetwood Mac tribute band tonight and a Selena tribute band tomorrow night. I am excited.,Positive,,,,
"""All of the \""""real\"""" Democrats won their respective races & will move on 2 face the 6 recalled Republican state senators on August 9 #YesWeCan""",Neutral,,,,
Rahul Gandhi wants to emulate Kejriwal. Says he prefers jail to bail.But Rahul may not come out and get convicted while in jail! @user,Positive,,,,
"""If Prince George's birthday is making all the news this morning, imagine the headlines tomorrow when it's my birthday! #birthdayboy""",Positive,,,,
Federer breaks early in the 2nd set! Even consolidates the break! Up 3-0! #RF #Tennis #CincyTennis,Neutral,,,,
"@user Y does Carly Fiorina want to be president?  To be president, or to be the 1st woman president?  Her ego as big as the Donald's?""",Neutral,,,,
Iowa State has the chance to affect the National Championship game for the second year in a row this Saturday,Positive,,,,
Who's ready for the Foo Fighters tomorrow night?! Britton Tavern is your pre-concert and post-concert party...,Neutral,,,,
Tomorrow she is @user reporter at Davos for Geeks. Perhaps she\u2019ll bring us home an internet gazillionaire instead,Positive,,,,
Last day to buy SPC cards is tomorrow! Please support so we\u2019re able to give you an awesome Halloween!,Neutral,,,,
watching obama videos bc i need a fucking break and it's just tuesday thank god,Positive,,,,
"TBS playing ""The Comeback"" episode of Seinfeld (again). Should I bust out the Jerk Store line in tomorrow night's debate?",Negative,,,,
Well if no ones going to school tomorrow then I guess I won\u2019t go :p,Positive,,,,
@user We're going to see Ant-Man tomorrow. I figured it would seem even better in comparison after watching this. :),Neutral,,,,
@user he's a fraud who will be gone by May. Bet you weren't saying this when he was at barca,Positive,,,,
"""watched all of @user X Factor video's last night. he needs to start making music, wicked voice!""",Positive,,,,
@user @user will be presenting on the 4th I will come we talk about some stuff,Negative,,,,
Kendrick said a whole bunch of nothing on that Black Friday something but you people say e be verse of the moment.,Neutral,,,,
#music PAUL McCARTNEY (the Beatles)Original Concert Ticket (23 sept 1993),Neutral,,,,
Really think @user should have @user as a guest for Bad Blood at the show Oct 17 in Dallas,Negative,,,,
"@user Of Monsters and Men, Deap Vally, Eagles Of Death Metal, Gaslight Anthem, Foos - and that's just tomorrow! Sorry for late reply!""",Neutral,,,,
King Cake and boudin for breakfast. Yep! I\u2019m in southern Louisiana\u002c where the weather is warm (not hot) and sunny. Wine tasting tomorrow!,Neutral,,,,
#tedxsendai is October 10th Watch it and learn more about the people affected by the Tohoku disaster.,Positive,,,,
"Kerry is a place for all seasons and when the sun shines,it's hard to beat! by Chris O Callaghan on Mt Brandon:)",Neutral,,,,
[ABS-CBN News] Aquino on Enrile\u2019s memoirs: May all of us seek in this book the lessons that will allow us to advance as a people,Positive,,,,
i hope frank ocean knows that the final day for grammy submissions is september 30th,Neutral,,,,
The San Diego #Chargers expect wide receivers Eddie Royal and Malcom #Floyd to play in Monday night's game against the Denver #Broncos,Neutral,,,,
C'mon Paul Dunne enough with the bogeys! It's birdie time!! #TheOpen #StAndrews #golf,Neutral,,,,
"@user no we watched qually in Milan at a sports bar, going to the race tomorrow and we'll be sat in the grandstand at Parabolica""",Negative,,,,
And to the 2 girls in front of us that sat down and played Temple Run the whole time\u002c why did you even come? #confused,Positive,,,,
"""Does anyone want 2 tickets to the Kenny Chesney, Jason Aldean concert on Saturday? Good seats and very reasonable price""",Positive,,,,
Tough loss for @user today. Good luck on Monday with selection Sunday,Negative,,,,
Frank Ocean's verse on Sunday is so cold. The way he casually sent for Chris Brown &gt;&gt;&gt;,Positive,,,,
RFT @user Skype nights! might as well Skype with someone who gonna be at the mmg tour at 1st mariner,Positive,,,,
Is it even possible to go to Digi on a Monday without getting paralytic,Positive,,,,
I really really really want to see Foo Fighters on Saturday!!!,Neutral,,,,
"@user U may be right in the end, but it takes 4 wins to wrap up a 7-game series. If Cards can rough up Kershaw twice, Bum can be too.""",Positive,,,,
"""Tomorrow is Nurses Day, and MSC is celebrating it in a very special way. Just stop by and make any purchase to...",Positive,,,,
"Today only is Amazon Prime Day, which offers more deals than Black Friday! If you plan to shop, don't forget to...",Neutral,,,,
What could possibly be going on here tomorrow? #iphone5 #apple #yerbabue  @ Yerba Buena Center for the Arts,Neutral,,,,
C\u2019mon @user you KNOW the BCA IS a budget\u002c and STRONGER than a resolution. It\u2019s a LAW. #OHSEN,Neutral,,,,
Last 3 Dons matches I've been at have been 0-0. Last Dons win I saw was Forfar in January. I'm going tonight #apologiesinadvance,Positive,,,,
Good to know i'll be sharing my birthday with National Ice Cream Day tomorrow,Positive,,,,
"@user Go with the Moto G 3rd gen 16 GB overall a very good phone, even the OnePlus One is a good choice but cam better on Moto G3.""",Positive,,,,
"'Isaac Newton was only 23 when he discovered gravity'  Man, Messi was 22 when he won his 1st Balon d'Or..",Positive,,,,
Good luck to Cody Reichard & Scott Darling..1st day of training camp for the Montreal Canadiens' AHL affiliate-Hamilton Bulldogs. God Speed!,Neutral,,,,
"@user @user Ohh, I just checked his Facebook. It's suppose to release on the 3rd day of Eid.""",Neutral,,,,
"""Saudi security spending rises $5.3 bln in 2015 - minister: DUBAI, Dec 28 (Reuters) - Saudi Arabia increased it...",Negative,,,,
President Thabo Mbeki urged Tony Blair not to invade Iraq but the British prime minister went ahead anyway.,Neutral,,,,
"""Monday's Best of the Web -Floyd Mayweather flips out, Sheen Roast, Melissa McCarthy wins an Emmy | DVE Morning Show",Negative,,,,
@user If Carly Fiorina is left out of the upcoming debate it may and possibly will backfire on CNN. Trump is not influencing CNN is he?,Negative,,,,
Can not fucking wait for tomorrow night. House Of Blues will never be the same after @user @user and @user #StayMetal,Positive,,,,
"Our trustee @user has just recorded some quick comments for BBC spotlight, tune in tomorrow for the evening news to see it!",Positive,,,,
@user we have Melbourne cup\u002c woop thats a fab horse racing day & we have Christmas\u002c Easter\u002c good Friday\u002c Australia day\u002c idk heaps haha,Positive,,,,
"""Sun.\u002c July 29\u002c 2:30 PM  \""""""""Rock \u2019n\u2019 Roll\u002c the Opposites\u002c  & Our Greatest Hopes--A Celebration!\""""""""",Positive,,,,
"""Taylor is going to dominate when the nominations for the VMAs are released tomorrow, Blank Space and Bad Blood were very well made videos.""",Positive,,,,
Every time I hear a Liverpudlian accent it reminds me of watching Brookside with Mum on a Sat teatime #MissThoseDays,Neutral,,,,
frank ocean actually dropped his album for those of you that don't know . dropped the 30th . it's in spotify,Positive,,,,
Can't believe Naruto is still running.. I remember watching it when I was in the 6th grade,Neutral,,,,
"""Paul McCartney said he'd follow the sun.  I've got news for you, Pablo.  It ain't going anywhere.""",Positive,,,,
happy 20th b day Rolling Stone #magazine thanks for teaching me about good #music #rock,Negative,,,,
"""So wait, Twitter decides if April lives or dies? It doesn't make sense... But then my husband reminded me this is Sharknado. #Sharknado3""",Positive,,,,
"I'll be at Disneyland tomorrow; if you see us, CAW CAW or give me a hug &lt;3",Neutral,,,,
"@user Yes, Kookie is the 2nd worst wrecker. Jimin is the #1 bias wrecker. There's no one in Kpop who's a bigger wrecker than him XD""",Positive,,,,
The YA Summer Reading Club ends on August 18. Register and record your books to earn cool prizes before it's too late!,Positive,,,,
@user I'm thinking Dustin Johnson should get the 4th spot in the #GrandSlamofGolf,Positive,,,,
"""Nirvana won, I'm officially out of commission for the rest of today and tomorrow""",Positive,,,,
Ah Monday nights\u002c a glorious time of the week to spend reading about mafioso\u2019s on wiki.,Positive,,,,
@user Not definite. Just that Chris Evans and Downey open to the idea of 4th one.,Neutral,,,,
Two of the guys on our day out at Lechlade last Monday 17.12.12,Positive,,,,
"@user Pretty cool names. I have one cat, a black cat named Merlin, who leaps on my chest in the middle of the night. A heart attack soon""",Neutral,,,,
Tech News: Apple software\u002c retail chiefs out in overhaul - Apple Inc CEO Tim Cook on Monday replaced the heads of it...,Neutral,,,,
"""At this point, Motorola and Verizon may just be allowing the DROID Bionic, one of the most hyped phones in rec...",Positive,,,,
Anyone want to come to Kenny Chesney and Jason Aldean at MetLife on Saturday I have an extra ticket and by extra i mean a plus one wink wink,Neutral,,,,
"""Gentle reminder, If you wish to see Ant-Man and or Minions, you will need to do so prior to Friday, August 7.""",Neutral,,,,
News Alarm: Kendrys Morales (DH - KC) Kendrys Morales went 2-for-4 with two doubles against the White Sox on Saturday.,Neutral,,,,
David de Gea is now considering a contract extension with Manchester United. Real Madrid may have lost the keeper for good. [Marca] #MUFC,Positive,,,,
Don't miss seeing Jurassic World on the jumbotron (@ the Joe) tomorrow at 8pm. Free food will be provided!,Positive,,,,
My Sis won tickets for the Jonas Brothers concert @ Fort Canning on Monday....,Positive,,,,
National Hot Dog Day on Throwback Thursday? All the stars have aligned. @user #Indians #TBT #NationalHotDogDay,Neutral,,,,
"@user I don't want a girl that parties all the time..gimme the one who's down to watch Netflix and order pizza on a Friday night""",Positive,,,,
Taco Tuesday has a full line up!  6:15am Baptiste Yoga with Alice 9:30 BarSculpt w/ leslie  10:30 BarSculpt...,Positive,,,,
@user This is one of my favourite things about Chesters\u002c the pizza\u2019s taste fantastic! Alternative to a sunday lunch?,Neutral,,,,
@user @user in the end this may have lasted longer than Iran deal,Neutral,,,,
@user did i read the barons schedule right when it said we play the dallas stars at home on sunday?,Positive,,,,
Studio tomorrow\u002c all I can think about. Chillin with homies and working on new music,Neutral,,,,
Each of Yakub's family member will file mercy petitions at the gap of 13 days each.,Neutral,,,,
"""my bf was not wrong about Kendrick Lamar's """"Black Friday""""""",Neutral,,,,
@user Hello. This is Patti on behalf of Ira. May I know how long have you been experiencing this issue?,Neutral,,,,
@user will he be able to perform on a cold summers day at Bolton on Sunday?? Probably...,Neutral,,,,
I'm ready to see the Jets play Monday.,Neutral,,,,
@user @user    Jeb Bush says he has released all his emails from time as governor.,Neutral,,,,
"@user Don't worry bbz, tomorrow will be George Osborne getting booed at the Paralympics.""",Positive,,,,
my 1st bias in t-ara still eunjung jiyeon okay still EunJi !! but plus Danee now muahahahah so it being EunJiNi ._. lol,Positive,,,,
throwback to my like 8th birthday when my bff at the time @user got me the Mariah Carey CD. Lol only cause my bday is coming up!,Neutral,,,,
French club Monaco confirmed on Wednesday that a loan deal has been reached with Real Madrid for P...,Positive,,,,
ooooo I almost forgot Star Wars day is tomorrow,Neutral,,,,
"""Selling my Jason Aldean, Cole Swindell and Tyler Farr ticket for their show in Raleigh on Saturday. DM me if you're interested.""",Negative,,,,
"""Gay marriage was passed illegally. Is untrue. Now the 14th amendment is stretched THIN. Thin, you hear me?!? But the law isn't illegal""",Positive,,,,
